Assembly,Order,Family,Genus,Species,Release_Date
GCF_002623125.1,Caudovirales,Siphoviridae,Pahexavirus,Propionibacterium virus PHL117M01,2019-05-02T17:00:52.180Z
GCF_002623105.1,Caudovirales,Siphoviridae,Pahexavirus,Propionibacterium virus PHL117M00,2019-05-02T17:00:47.390Z
GCF_002623085.1,Caudovirales,Siphoviridae,Pahexavirus,Propionibacterium virus PHL082M03,2019-05-02T17:00:40.410Z
GCF_002623065.1,Caudovirales,Siphoviridae,Pahexavirus,Propionibacterium virus PHL067M01,2019-05-02T17:00:35.263Z
GCF_002623045.1,Caudovirales,Siphoviridae,Pahexavirus,Propionibacterium virus PHL037M02,2019-05-02T17:00:30Z
GCF_002623025.1,Caudovirales,Siphoviridae,Pahexavirus,Propionibacterium virus Keiki,2019-05-02T17:00:25.277Z
GCF_002623005.1,Caudovirales,Siphoviridae,Nipunavirus,Pseudomonas virus PaMx25,2019-05-02T17:00:20.933Z
GCF_002622985.1,Caudovirales,Siphoviridae,Gordonvirus,Arthrobacter virus Gordon,2019-05-02T17:00:16.810Z
GCF_002622965.1,Caudovirales,Siphoviridae,Gordonvirus,Arthrobacter virus Captnmurica,2019-05-02T17:00:11.403Z
GCF_002622945.1,Caudovirales,Siphoviridae,Demosthenesvirus,Gordonia virus Katyusha,2019-05-02T17:00:06.723Z
GCF_002622925.1,Caudovirales,Siphoviridae,Amigovirus,Arthrobacter virus Amigo,2019-05-02T17:00:02.023Z
GCF_002622905.1,Caudovirales,Siphoviridae,Mudcatvirus,Arthrobacter virus Circum,2019-05-02T16:59:57.500Z
GCF_002622885.1,Caudovirales,Siphoviridae,Laroyevirus,Arthrobacter virus Laroye,2019-05-02T16:59:53.410Z
GCF_002622865.1,Caudovirales,Siphoviridae,Korravirus,Arthrobacter virus Wayne,2019-05-02T16:59:48.910Z
GCF_002622845.1,Caudovirales,Siphoviridae,Korravirus,Arthrobacter virus Pumancara,2019-05-02T16:59:43.680Z
GCF_002622825.1,Caudovirales,Siphoviridae,Korravirus,Arthrobacter virus Preamble,2019-05-02T16:59:39.137Z
GCF_002622805.1,Caudovirales,Siphoviridae,Korravirus,Arthrobacter virus Korra,2019-05-02T16:59:34.890Z
GCF_002622785.1,Caudovirales,Siphoviridae,Korravirus,Arthrobacter virus Joann,2019-05-02T16:59:29.857Z
GCF_002622765.1,Caudovirales,Siphoviridae,Korravirus,Arthrobacter virus HunterDalle,2019-05-02T16:59:25.423Z
GCF_002622745.1,Caudovirales,Siphoviridae,Korravirus,Arthrobacter virus Glenn,2019-05-02T16:59:21.080Z
GCF_002622725.1,Caudovirales,Siphoviridae,Korravirus,Arthrobacter virus DrRobert,2019-05-02T16:59:16.700Z
GCF_002622705.1,Caudovirales,Siphoviridae,Korravirus,Arthrobacter virus Bennie,2019-05-02T16:59:12.380Z
GCF_002622565.1,Caudovirales,Myoviridae,Vequintavirus,Escherichia virus V18,2019-05-02T16:59:07.720Z
GCF_002622545.1,Caudovirales,Myoviridae,Krischvirus,Escherichia virus ECD7,2019-05-02T16:59:03.070Z
GCF_002622525.1,Caudovirales,Podoviridae,Traversvirus,Escherichia virus PA28,2019-05-02T16:58:58.413Z
GCF_002622505.1,Caudovirales,Siphoviridae,Yuavirus,Pseudomonas virus LKO4,2019-05-02T16:58:54.130Z
GCF_002622485.1,Caudovirales,Myoviridae,Marthavirus,Arthrobacter virus Sonny,2019-05-02T16:58:49.523Z
GCF_002622465.1,Caudovirales,Myoviridae,Marthavirus,Arthrobacter virus Martha,2019-05-02T16:58:44.197Z
GCF_002622445.1,Caudovirales,Myoviridae,Marthavirus,Arthrobacter virus Jawnski,2019-05-02T16:58:39.560Z
GCF_002622425.1,Caudovirales,Myoviridae,Marthavirus,Arthrobacter virus Brent,2019-05-02T16:58:35.827Z
GCF_002622405.1,Caudovirales,Myoviridae,Emdodecavirus,Sinorhizobium virus M7,2019-05-02T16:58:30.743Z
GCF_002622385.1,Caudovirales,Herelleviridae,Sepunavirus,Staphylococcus virus SEP1,2019-05-02T16:58:25.413Z
GCF_002622365.1,Caudovirales,Siphoviridae,Lacusarxvirus,Sphingobium virus Lacusarx,2019-05-02T16:58:20.940Z
GCF_002621265.1,Caudovirales,Myoviridae,Jilinvirus,Escherichia virus ECOO78,2019-05-02T16:58:16.180Z
GCF_002621085.1,Caudovirales,Siphoviridae,Gorganvirus,Proteus virus Isfahan,2019-05-02T16:58:11.357Z
GCF_002620125.1,Caudovirales,Myoviridae,Obolenskvirus,Acinetobacter virus WCHABP12,2019-05-02T16:58:06.847Z
GCF_002620065.1,Caudovirales,Myoviridae,Felixounavirus,Salmonella virus Mushroom,2019-05-02T16:58:02.413Z
GCF_002620025.1,Caudovirales,Myoviridae,Felixounavirus,Salmonella virus Si3,2019-05-02T16:57:57.437Z
GCF_002619945.1,Caudovirales,Siphoviridae,Nanhaivirus,Dinoroseobacter virus D5C,2019-05-02T16:57:53.287Z
GCF_002619925.1,Caudovirales,Myoviridae,Mosigvirus,Escherichia virus HP3,2019-05-02T16:57:48.253Z
GCF_002619885.1,Caudovirales,Myoviridae,Tequatrovirus,Escherichia virus CF2,2019-05-02T16:57:43.650Z
GCF_002619845.1,Caudovirales,Siphoviridae,Saundersvirus,Geobacillus virus Tp84,2019-05-02T16:57:39.507Z
GCF_002619745.1,Caudovirales,Myoviridae,Eneladusvirus,Serratia virus BF,2019-05-02T16:57:34.907Z
GCF_002618825.1,Caudovirales,Myoviridae,Tidunavirus,Vibrio virus pTD1,2019-05-02T16:57:29.733Z
GCF_002617985.1,Caudovirales,Autographiviridae,Friunavirus,Acinetobacter virus AS11,2019-05-02T16:57:25.307Z
GCF_002617965.1,Caudovirales,Autographiviridae,Friunavirus,Acinetobacter virus AS12,2019-05-02T16:57:20.447Z
GCF_002617785.1,Caudovirales,Siphoviridae,Priunavirus,Providencia virus PR1,2019-05-02T16:57:14.910Z
GCF_002617405.1,Caudovirales,Autographiviridae,Aqualcavirus,Aquamicrobium virus P14,2019-05-02T16:57:10.573Z
GCF_002617345.1,Caudovirales,Myoviridae,Ripduovirus,Ralstonia virus RP12,2019-05-02T16:57:06.060Z
GCF_002617325.1,Caudovirales,Siphoviridae,Mardecavirus,Vibrio virus SSP002,2019-05-02T16:57:01.327Z
GCF_002617305.1,Caudovirales,Siphoviridae,Sitaravirus,Paenibacillus virus Shelly,2019-05-02T16:56:56.773Z
GCF_002617285.1,Caudovirales,Myoviridae,Kleczkowskavirus,Rhizobium virus RHEph4,2019-05-02T16:56:52.413Z
GCF_002617265.1,Caudovirales,Podoviridae,Litunavirus,Pseudomonas virus PA26,2019-05-02T16:56:47.727Z
GCF_002617245.1,Caudovirales,Podoviridae,Gamaleyavirus,Escherichia virus EC1UPM,2019-05-02T16:56:43.187Z
GCF_002615865.1,Caudovirales,Autographiviridae,Friunavirus,Acinetobacter virus SH-Ab 15519,2019-05-02T16:56:38.717Z
GCF_002615585.1,Caudovirales,Myoviridae,Pakpunavirus,Pseudomonas virus Zigelbrucke,2019-05-02T16:56:34.217Z
GCF_002615445.1,Caudovirales,Myoviridae,Pakpunavirus,Pseudomonas virus PA10,2019-05-02T16:56:29.650Z
GCF_002615365.1,Caudovirales,Myoviridae,Pbunavirus,Pseudomonas virus PA5,2019-05-02T16:56:24.700Z
GCF_002614865.1,Caudovirales,Myoviridae,Bixzunavirus,Mycobacterium virus Lukilu,2019-05-02T16:56:20.153Z
GCF_002614545.1,Caudovirales,Myoviridae,Jedunavirus,Klebsiella virus KpV80,2019-05-02T16:56:16.003Z
GCF_002614485.1,Caudovirales,Demerecviridae,Sugarlandvirus,Klebsiella virus IME260,2019-05-02T16:56:11.170Z
GCF_002614465.1,Caudovirales,Siphoviridae,Kagunavirus,Escherichia virus K1ind2,2019-05-02T16:56:05.890Z
GCF_002614445.1,Caudovirales,Siphoviridae,Kagunavirus,Escherichia virus K1ind1,2019-05-02T16:56:00.823Z
GCF_002614145.1,Caudovirales,Myoviridae,Fletchervirus,Campylobacter virus Los1,2019-05-02T16:55:55.623Z
GCF_002613285.1,Caudovirales,Siphoviridae,Doucettevirus,Propionibacterium virus G4,2019-05-02T16:55:51.037Z
GCF_002613265.1,Caudovirales,Siphoviridae,Doucettevirus,Propionibacterium virus E6,2019-05-02T16:55:46.093Z
GCF_002613225.1,Caudovirales,Siphoviridae,Doucettevirus,Propionibacterium virus Doucette,2019-05-02T16:55:39.973Z
GCF_002613205.1,Caudovirales,Siphoviridae,Anatolevirus,Propionibacterium virus B3,2019-05-02T16:55:35.603Z
GCF_002613185.1,Caudovirales,Siphoviridae,Doucettevirus,Propionibacterium virus B22,2019-05-02T16:55:30.963Z
GCF_002613165.1,Caudovirales,Siphoviridae,Anatolevirus,Propionibacterium virus Anatole,2019-05-02T16:55:26.657Z
GCF_002613105.1,Caudovirales,Siphoviridae,Rimavirus,Strepomyces virus Rima,2019-05-02T16:55:21.130Z
GCF_002612775.1,Caudovirales,Siphoviridae,Tortellinivirus,Mycobacterium virus Tortellini,2019-05-02T16:55:16.730Z
GCF_002612405.1,Caudovirales,Siphoviridae,Weaselvirus,Rhodococcus virus Weasel,2019-05-02T16:55:12.013Z
GCF_002612145.1,Caudovirales,Siphoviridae,Soupsvirus,Gordonia virus Strosahl,2019-05-02T16:55:07.287Z
GCF_002610045.1,Caudovirales,Autographiviridae,Napahaivirus,Pseudomonas virus VSW3,2019-05-02T16:55:01.843Z
GCF_002609765.1,Caudovirales,Myoviridae,Metrivirus,Acinetobacter virus ME3,2019-05-02T16:54:56.643Z
GCF_002609625.1,Caudovirales,Siphoviridae,Attisvirus,Gordonia virus Attis,2019-05-02T16:54:52.470Z
GCF_002609585.1,Caudovirales,Siphoviridae,Redivirus,Mycobacterium virus Skinnyp,2019-05-02T16:54:47.733Z
GCF_002609525.1,Caudovirales,Myoviridae,Chakrabartyvirus,Pseudomonas virus pf16,2019-05-02T16:54:42.953Z
GCF_002609505.1,Caudovirales,Myoviridae,Plaisancevirus,Pseudomonas virus PMW,2019-05-02T16:54:38.413Z
GCF_002609385.1,Caudovirales,Siphoviridae,Magadivirus,Bacillus virus Mgbh1,2019-05-02T16:54:33.910Z
GCF_002609265.1,Caudovirales,Myoviridae,Mimasvirus,Pectinobacterium virus CBB,2019-05-02T16:54:28.990Z
GCF_002608765.1,Caudovirales,Siphoviridae,Galaxyvirus,Arthrobacter virus Galaxy,2019-05-02T16:54:19.867Z
GCF_002608575.1,Caudovirales,Podoviridae,Jasminevirus,Arthrobacter virus Jasmine,2019-05-02T16:54:14.613Z
GCF_002608295.1,Caudovirales,Drexlerviridae,Tunavirus,Escherichia virus JMPW1,2019-05-02T16:54:09.810Z
GCF_002608255.1,Caudovirales,Drexlerviridae,Tunavirus,Escherichia virus JMPW2,2019-05-02T16:54:05.240Z
GCF_002607785.1,Caudovirales,Podoviridae,Fipvunavirus,Flavobacterium virus Fpv4,2019-05-02T16:54:00.687Z
GCF_002607105.1,Caudovirales,Myoviridae,Vequintavirus,Escherichia virus Murica,2019-05-02T16:53:54.513Z
GCF_002606945.1,Caudovirales,Myoviridae,Pbunavirus,Pseudomonas virus CEBDP1,2019-05-02T16:53:50.257Z
GCF_002606705.1,Caudovirales,Myoviridae,Vequintavirus,Escherichia virus APECc02,2019-05-02T16:53:45.670Z
GCF_002605745.1,Caudovirales,Siphoviridae,Vhulanivirus,Paracoccus virus Shpa,2019-05-02T16:53:40.643Z
GCF_002605625.1,Caudovirales,Siphoviridae,Sitaravirus,Paenibacillus virus Willow,2019-05-02T16:53:35.927Z
GCF_002605545.1,Caudovirales,Siphoviridae,Vieuvirus,Acinetobacter virus R3177,2019-05-02T16:53:31.097Z
GCF_002605445.1,Caudovirales,Myoviridae,Pbunavirus,Pseudomonas virus KTN6,2019-05-02T16:53:26.027Z
GCF_002604965.1,Caudovirales,Siphoviridae,Chivirus,Salmonella virus Chi,2019-05-02T16:53:21.353Z
GCF_002604865.1,Caudovirales,Myoviridae,Mosigvirus,Escherichia virus O157tp6,2019-05-02T16:53:16.740Z
GCF_002604825.1,Caudovirales,Myoviridae,Mosigvirus,Escherichia virus O157tp3,2019-05-02T16:53:12.020Z
GCF_002604385.1,Caudovirales,Herelleviridae,Pecentumvirus,Listeria virus LP064,2019-05-02T16:53:07.220Z
GCF_002604365.1,Caudovirales,Siphoviridae,Saphexavirus,Enterococcus virus VD13,2019-05-02T16:53:02.683Z
GCF_002604045.1,Caudovirales,Siphoviridae,Acadianvirus,Mycobacterium virus Reprobate,2019-05-02T16:52:57.780Z
GCF_002603425.1,Caudovirales,Siphoviridae,Likavirus,Streptomyces virus Danzina,2019-05-02T16:52:53.153Z
GCF_002603385.1,Caudovirales,Siphoviridae,Unahavirus,Flavobacterium virus 23T,2019-05-02T16:52:47.707Z
GCF_002603085.1,Caudovirales,Siphoviridae,Andromedavirus,Bacillus virus Taylor,2019-05-02T16:52:43.080Z
GCF_002602985.1,Caudovirales,Myoviridae,Obolenskvirus,Acinetobacter virus AB2,2019-05-02T16:52:38.473Z
GCF_002602965.1,Caudovirales,Siphoviridae,Camvirus,Streptomyces virus phiCAM,2019-05-02T16:52:33.610Z
GCF_002602665.1,Caudovirales,Siphoviridae,Cheoctovirus,Mycobacterium virus Dorothy,2019-05-02T16:52:28.667Z
GCF_002602565.1,Caudovirales,Autographiviridae,Phimunavirus,Pectobacterium virus fM1,2019-05-02T16:52:23.833Z
GCF_002602505.1,Caudovirales,Siphoviridae,Fromanvirus,Mycobacterium virus Marcell,2019-05-02T16:52:19.167Z
GCF_002602365.1,Caudovirales,Siphoviridae,Fromanvirus,Mycobacterium virus Nepal,2019-05-02T16:52:14.357Z
GCF_002601905.1,Caudovirales,Siphoviridae,Casadabanvirus,Pseudomonas virus FHA0480,2019-05-02T16:52:09.893Z
GCF_002601485.1,Caudovirales,Siphoviridae,Kostyavirus,Mycobacterium virus Eureka,2019-05-02T16:52:05.197Z
GCF_002601425.1,Caudovirales,Siphoviridae,Arequatrovirus,Streptomyces virus ELB20,2019-05-02T16:52:00.543Z
GCF_002601305.1,Caudovirales,Myoviridae,Peduovirus,Escherichia virus P2,2019-05-02T16:51:56.073Z
GCF_002601165.1,Caudovirales,Siphoviridae,Cheoctovirus,Mycobacterium virus Mutaforma13,2019-05-02T16:51:51.607Z
GCF_002600795.1,Caudovirales,Siphoviridae,Kostyavirus,Mycobacterium virus Bask21,2019-05-02T16:51:46.900Z
GCF_002600755.1,Caudovirales,Myoviridae,Ficleduovirus,Flavobacterium virus FCV1,2019-05-02T16:51:42.207Z
GCF_002600735.1,Caudovirales,Siphoviridae,Omegavirus,Mycobacterium virus Optimus,2019-05-02T16:51:36.743Z
GCF_002600145.1,Kalamavirales,Tectiviridae,Alphatectivirus,Pseudomonas virus PR4,2019-05-02T16:51:32.323Z
GCF_001744335.2,Caudovirales,Myoviridae,Erskinevirus,Erwinia virus Asesino,2019-05-02T16:51:25.057Z
GCF_001448415.2,Geplafuvirales,Genomoviridae,Gemycircularvirus,Soybean associated gemycircularvirus 1,2019-03-06T18:17:45.163Z
GCF_001502895.2,Caudovirales,Myoviridae,Suspvirus,Escherichia virus SUSP2,2019-03-06T18:15:02.443Z
GCF_001500855.2,Caudovirales,Myoviridae,Suspvirus,Escherichia virus SUSP1,2019-03-06T18:14:43.750Z
GCF_001500795.2,Caudovirales,Autographiviridae,Friunavirus,Acinetobacter virus IME200,2019-03-06T18:14:39.627Z
GCF_001743975.2,Caudovirales,Autographiviridae,Kotilavirus,Pectobacterium virus PP16,2019-03-06T18:12:25.357Z
GCF_000840625.2,Caudovirales,Podoviridae,Uetakevirus,Salmonella virus Epsilon15,2019-03-01T18:15:49.263Z
GCF_000901215.2,Caudovirales,Autographiviridae,Pokrovskaiavirus,Yersinia virus Phi80-18,2019-03-01T18:13:34.270Z
GCF_004130235.1,Piccovirales,Parvoviridae,Bocaparvovirus,Lupine bocavirus,2019-02-12T15:25:31.613Z
GCF_003848585.1,Geplafuvirales,Genomoviridae,Gemycircularvirus,Cattle blood-associated gemycircularvirus,2019-02-12T15:11:52.537Z
GCF_004134425.1,Piccovirales,Parvoviridae,Chaphamaparvovirus,Rodent chaphamaparvovirus 1,2019-02-12T15:09:21.733Z
GCF_004133805.1,Cirlivirales,Circoviridae,Circovirus,Mosquito associated circovirus 1,2019-02-12T15:06:44.603Z
GCF_004133105.1,Cirlivirales,Circoviridae,Cyclovirus,Dragonfly associated cyclovirus,2019-02-12T15:04:33.867Z
GCF_004131985.1,Rowavirales,Adenoviridae,Mastadenovirus,Polar bear mastadenovirus 1,2019-02-12T14:59:46.157Z
GCF_004131885.1,Cremevirales,Smacoviridae,Porprismacovirus,Cattle blood-associated circovirus-like virus,2019-02-12T14:59:34.337Z
GCF_004131685.1,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus sp.,2019-02-12T14:58:23.313Z
GCF_004131665.1,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus sp.,2019-02-12T14:57:52.480Z
GCF_004131585.1,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus sp.,2019-02-12T14:57:38.980Z
GCF_004131565.1,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus sp.,2019-02-12T14:57:17.453Z
GCF_004130515.1,Geplafuvirales,Geminiviridae,Mastrevirus,Rice latent virus 1,2019-02-12T14:54:08.723Z
GCF_004134605.1,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Macaca mulatta papillomavirus 7,2019-02-12T14:42:06.897Z
GCF_004134585.1,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Macaca mulatta papillomavirus 6,2019-02-12T14:41:53.597Z
GCF_004131965.1,Piccovirales,Parvoviridae,Bocaparvovirus,Rousettus leschenaultii bocaparvovirus 1,2019-02-12T14:31:54.523Z
GCF_004131945.1,Piccovirales,Parvoviridae,Bocaparvovirus,Rhinolophus pusillus bocaparvovirus 2,2019-02-12T14:31:42.080Z
GCF_004131645.1,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus sp.,2019-02-12T14:30:48.680Z
GCF_004131545.1,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus sp.,2019-02-12T14:30:01.450Z
GCF_004130795.1,Cirlivirales,Circoviridae,Circovirus,Civet circovirus,2019-02-12T14:26:56.247Z
GCF_004130275.1,Piccovirales,Parvoviridae,Aveparvovirus,Gruiform aveparvovirus 1,2019-02-12T14:24:34.713Z
GCF_004129875.1,Piccovirales,Parvoviridae,Dependoparvovirus,Adeno-associated virus,2019-02-12T14:24:07.620Z
GCF_004134565.1,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Macaca mulatta papillomavirus 5,2019-02-12T14:19:40.933Z
GCF_004133245.1,Cirlivirales,Circoviridae,Cyclovirus,Chicken associated cyclovirus 2,2019-02-12T14:13:56.080Z
GCF_004131925.1,Piccovirales,Parvoviridae,Bocaparvovirus,Rhinolophus pusillus bocaparvovirus 1,2019-02-12T14:08:12.983Z
GCF_004131625.1,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus sp.,2019-02-12T14:06:53.670Z
GCF_004131525.1,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus sp.,2019-02-12T14:06:34.133Z
GCF_004130255.1,Piccovirales,Parvoviridae,Aveparvovirus,Gruiform aveparvovirus 1,2019-02-12T14:00:27.357Z
GCF_004134345.1,Zurhausenvirales,Papillomaviridae,Dyomupapillomavirus,Boa constrictor papillomavirus 1,2019-02-12T13:53:49.907Z
GCF_004133945.1,Zurhausenvirales,Papillomaviridae,Taupapillomavirus,Canine papillomavirus 22,2019-02-12T13:52:24.653Z
GCF_004133925.1,Zurhausenvirales,Papillomaviridae,Taupapillomavirus,Canine papillomavirus 21,2019-02-12T13:51:56.667Z
GCF_004133825.1,Cirlivirales,Circoviridae,Circovirus,Mosquito associated circovirus 1,2019-02-12T13:51:28.847Z
GCF_004132625.1,Piccovirales,Parvoviridae,Chaphamaparvovirus,Ungulate chaphamaparvovirus 1,2019-02-12T13:46:34.247Z
GCF_004131905.1,Cremevirales,Smacoviridae,Porprismacovirus,Cattle blood-associated circovirus-like virus,2019-02-12T13:43:11.703Z
GCF_004131605.1,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus sp.,2019-02-12T13:42:02.197Z
GCF_004131485.1,Zurhausenvirales,Papillomaviridae,Etapapillomavirus,Serinus canaria papillomavirus 1,2019-02-12T13:41:27.033Z
GCF_004130985.1,Geplafuvirales,Geminiviridae,Mastrevirus,Maize striate mosaic virus,2019-02-12T13:39:27.410Z
GCF_004130535.1,Geplafuvirales,Geminiviridae,Mastrevirus,Rice latent virus 2,2019-02-12T13:38:18.157Z
GCF_004045915.1,Cirlivirales,Circoviridae,Circovirus,Molossus molossus circovirus 4,2019-02-12T13:20:50.363Z
GCF_004045975.1,Cirlivirales,Circoviridae,Circovirus,Molossus molossus circovirus 1,2019-02-12T13:19:00.793Z
GCF_004045955.1,Cirlivirales,Circoviridae,Circovirus,Molossus molossus circovirus 2,2019-02-12T13:18:47.960Z
GCF_004041515.1,Cirlivirales,Circoviridae,Circovirus,Feline stool-associated circular virus KU14,2019-02-12T13:18:34.700Z
GCF_004045935.1,Cirlivirales,Circoviridae,Circovirus,Molossus molossus circovirus 3,2019-02-12T13:18:06.537Z
GCF_003848625.1,Geplafuvirales,Genomoviridae,Gemycircularvirus,Gemycircularvirus sp.,2019-02-12T13:17:48.363Z
GCF_003986365.1,Cirlivirales,Circoviridae,Circovirus,Farfantepenaeus duorarum circovirus,2019-02-12T13:12:39.387Z
GCF_003963675.1,Cremevirales,Smacoviridae,Porprismacovirus,Alces alces faeces associated smacovirus MP78,2019-02-12T13:11:20.083Z
GCF_003847545.1,Geplafuvirales,Genomoviridae,Gemycircularvirus,Euphorbia heterophylla associated gemycircularvirus,2019-02-12T13:04:24.757Z
GCF_003846945.1,Cremevirales,Smacoviridae,Porprismacovirus,Fly associated circular virus 4,2019-02-12T13:03:09.353Z
GCF_003847225.1,Cirlivirales,Circoviridae,Cyclovirus,Ant associated cyclovirus 1,2019-02-12T12:58:41.053Z
GCF_003847125.1,Cirlivirales,Circoviridae,Cyclovirus,Spider associated cyclovirus 1,2019-02-12T12:58:16.497Z
GCF_000845685.2,Herpesvirales,Herpesviridae,Roseolovirus,Human betaherpesvirus 6A,2019-02-06T14:23:22.817Z
GCF_000973235.1,Geplafuvirales,Genomoviridae,Gemykibivirus,Human associated gemykibivirus 3,2019-01-25T17:39:23.267Z
GCF_002366145.2,Geplafuvirales,Geminiviridae,Begomovirus,Common bean severe mosaic virus,2018-12-27T19:25:07.553Z
GCF_003029265.2,Geplafuvirales,Geminiviridae,Begomovirus,Cnidoscolus mosaic leaf deformation virus,2018-12-27T19:24:47.860Z
GCF_003029225.2,Geplafuvirales,Geminiviridae,Begomovirus,Lycianthes yellow mosaic virus,2018-12-27T19:24:37.933Z
GCF_003029545.2,Geplafuvirales,Geminiviridae,Begomovirus,Desmodium mottle virus,2018-12-27T19:24:28.370Z
GCF_003029405.2,Geplafuvirales,Geminiviridae,Begomovirus,Sida bright yellow mosaic virus,2018-12-27T19:24:19.593Z
GCF_001502775.2,Geplafuvirales,Geminiviridae,Begomovirus,Pepper yellow leaf curl Thailand virus,2018-12-27T19:24:08.573Z
GCF_003029365.2,Geplafuvirales,Geminiviridae,Begomovirus,Common bean mottle virus,2018-12-27T19:23:38.437Z
GCF_003029285.2,Geplafuvirales,Geminiviridae,Begomovirus,Triumfetta yellow mosaic virus,2018-12-27T19:23:28.657Z
GCF_000919815.2,Geplafuvirales,Geminiviridae,Begomovirus,Allamanda leaf mottle distortion virus,2018-12-27T19:23:06.747Z
GCF_003029255.2,Geplafuvirales,Geminiviridae,Begomovirus,Pavonia mosaic virus,2018-12-27T19:22:53.330Z
GCF_003029095.2,Geplafuvirales,Geminiviridae,Begomovirus,Tomato chlorotic mottle Guyane virus,2018-12-27T19:22:43.537Z
GCF_003029025.2,Geplafuvirales,Geminiviridae,Begomovirus,Jacquemontia yellow mosaic virus,2018-12-27T19:22:33.733Z
GCF_000842385.2,Herpesvirales,Herpesviridae,Varicellovirus,Bovine alphaherpesvirus 5,2018-12-26T13:31:06.083Z
GCF_000843505.1,Geplafuvirales,Geminiviridae,Curtovirus,Beet curly top virus,2018-11-26T22:08:58.680Z
GCF_000844265.1,Rowavirales,Adenoviridae,Mastadenovirus,Murine mastadenovirus A,2018-11-26T22:05:44.237Z
GCF_000863945.3,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 9,2018-11-26T16:54:14.290Z
GCF_001046705.1,Geplafuvirales,Geminiviridae,Begomovirus,Bhendi yellow vein mosaic virus,2018-10-31T14:50:31.590Z
GCF_000819615.1,Petitvirales,Microviridae,Sinsheimervirus,Escherichia virus phiX174,2018-09-25T11:04:02.870Z
GCF_002986585.1,Geplafuvirales,Geminiviridae,Begomovirus,Euphorbia leaf curl Guangxi virus,2018-08-26T16:35:59.717Z
GCF_003055605.1,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 26,2018-08-26T16:35:35.707Z
GCF_003033575.1,Cremevirales,Smacoviridae,Porprismacovirus,Human associated porprismacovirus 1,2018-08-26T16:34:16.553Z
GCF_003033565.1,Cremevirales,Smacoviridae,Porprismacovirus,Chimpanzee associated porprismacovirus 2,2018-08-26T16:34:08.980Z
GCF_003033555.1,Cremevirales,Smacoviridae,Porprismacovirus,Chimpanzee associated porprismacovirus 1,2018-08-26T16:33:59.587Z
GCF_003033535.1,Cremevirales,Smacoviridae,Porprismacovirus,Camel associated porprismacovirus 4,2018-08-26T16:33:51.897Z
GCF_003033525.1,Cremevirales,Smacoviridae,Porprismacovirus,Camel associated porprismacovirus 3,2018-08-26T16:33:43.680Z
